"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-12",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-13",,"70","81",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-17",,"65","73",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-18",,"69",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-19",,"69",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-21",,"64",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-22",,"64","77","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-23",,"65","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-24",,"63","73","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-25",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-26",,"65",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-27",,"63","75","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-28",,"64","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-29",,"63","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-04-30",,"62",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-01",,"65","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-02",,"63","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-03",,"62","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-04",,"65","72",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-05",,"64","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-06",,"62","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-07",,"64","72","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-08",,"60","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-09",,"62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-10",,"62","73","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-11",,"63","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-12",,"64","72","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-13",,"65","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-14",,"65","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-15",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-16",,"62","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-17",,"66",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-18",,"67","72","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-19",,"66","73","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-20",,"65","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-21",,"63","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-22",,"64",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-23",,"64",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-24",,"61","72","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-25",,"62","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-26",,"60","64","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-27",,"63","68","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-28",,"60","66","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-29",,"59","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-30",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-05-31",,"58","64","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-01",,"60","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-02",,"61",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-03",,"59",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-04",,"62","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-05",,"60","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-06",,"62","68","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-07",,"59",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-08",,"58","66","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-09",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-10",,"61","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-11",,"62","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-12",,"62","64","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-13",,"58",,"48"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-14",,"60","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-15",,"59","63","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-16",,"59","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-17",,"58","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-18",,"59","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-19",,"60","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-20",,"62","66","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-22",,"59","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-26",,"60","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-27",,"60","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-29",,"60",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-06-30",,"60",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-01",,"61","64","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-02",,"59","64","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-03",,"58","68","46"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-04",,"59","68","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-05",,"60",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-06",,"58","64","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-07",,"58","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-08",,"57","64",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-09",,"57",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-10",,"60","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-11",,"61",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-12",,"58",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-13",,"62","66",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-14",,"58",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-15",,"59","68","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-16",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-17",,"61","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-18",,"56","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-19",,"60","64","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-20",,"59","64",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-21",,"58","64","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-22",,"60","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-23",,"59","66",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-24",,"58","66","46"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-25",,"60","66","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-26",,"61",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-27",,"59",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-28",,"58","64","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-29",,"60",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-30",,"57","66","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-07-31",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-01",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-04",,"60","66","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-05",,"60",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-06",,"60",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-07",,"60","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-08",,"62","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-09",,"60","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-10",,"60","66",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-11",,"59","64","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-12",,"59","66","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-13",,"60","64","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-14",,"57",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-15",,"59","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-19",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-20",,"59","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-21",,"60","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-22",,"61","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-23",,"61","66",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-24",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-25",,"61","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-26",,"63",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-27",,"62","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-28",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-29",,"63","68","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-30",,"63","70","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-08-31",,"62","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-01",,"62",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-02",,"63","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-03",,"62","70","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-04",,"62","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-05",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-06",,"61","66","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-07",,"63","68","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-08",,"63","68","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-09",,"62","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-10",,"63","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-11",,"59","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-12",,"62","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-13",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-14",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-15",,"60","70","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-16",,"61","64","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-17",,"61",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-18",,"59","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-19",,"59","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-20",,"62","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-21",,"60","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-22",,"62","68","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-23",,"62","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-24",,"62","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-25",,"62","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-26",,"62","70","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-09-30",,"63","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-01",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-02",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-03",,"64","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-07",,"62",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-08",,"64","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-09",,"65","72",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-11",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-12",,"65",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-13",,"66",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-18",,"65","75",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-19",,"64",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-20",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-22",,"64","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-24",,"64","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-25",,"64","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-26",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-29",,"61",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-30",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-10-31",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-01",,"64",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-02",,"63",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-03",,"63","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-04",,"63","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-05",,"64","70","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-06",,"63","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-07",,"63","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-08",,"63","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-09",,"64",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-10",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-11",,"64","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-12",,"65","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-13",,"65",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-14",,"64","72","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-15",,"63","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-16",,"66",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-17",,"65","73","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-18",,"66",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-19",,"66","72",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-20",,"66","73","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-21",,"65","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-22",,"66","70","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-23",,"62","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-24",,"62","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-25",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-26",,"65","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-27",,"65",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-28",,"67",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-11-30",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-03",,"67","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-04",,"66","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-05",,"67","73",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-06",,"67","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-07",,"67","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-08",,"69","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-09",,"68","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-10",,"69","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-11",,"69","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-12",,"69","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-13",,"67","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-14",,"68","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-15",,"68",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-16",,"69","72","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-17",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-18",,"70","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-19",,"73","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-20",,"71","79","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-21",,"70","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-22",,"71","75","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-23",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-24",,"69","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-25",,"71",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-26",,"70","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-27",,"70","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-28",,"69","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-29",,"71",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-30",,"68","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1968-12-31",,"69","75","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-02",,"68",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-04",,"71","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-05",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-06",,"69","77","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-07",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-08",,"70","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-09",,"69","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-10",,"69","77","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-11",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-12",,"74","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-13",,"74",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-14",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-16",,"74",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-17",,"76","81",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-18",,"74","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-19",,"76",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-21",,"71","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-22",,"74","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-23",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-24",,"74",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-25",,"71",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-26",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-27",,"74",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-28",,"73","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-29",,"72","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-01-30",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-02-07",,"71","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-02-08",,"72","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-02-13",,"69",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-02",,"72","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-06",,"77",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-07",,"77",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-12",,"75",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-16",,"76","84",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-18",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-19",,"73",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-20",,"73","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-22",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-24",,"72","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-26",,"75","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-27",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-28",,"72","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-29",,"72","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-30",,"72","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-03-31",,"70","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-01",,"67",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-02",,"70","77","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-03",,"70",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-04",,"68","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-05",,"70",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-07",,"71","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-08",,"71","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-09",,"75","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-10",,"70","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-13",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-15",,"72","75","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-16",,"71","77","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-17",,"70","77","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-18",,"68","75","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-20",,"71","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-21",,"69",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-25",,"73",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-28",,"68",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-04-29",,"72",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-01",,"68","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-03",,"68",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-04",,"70","75","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-05",,"72",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-06",,"69","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-07",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-09",,"67",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-10",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-11",,"70",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-12",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-19",,"69",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-20",,"70","73","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-21",,"67",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-22",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-24",,"68","75",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-25",,"69",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-26",,"68","75",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-27",,"68",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-28",,"67",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-30",,"67","72","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-05-31",,"63","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-01",,"67",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-02",,"65","73",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-04",,"65",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-05",,"62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-06",,"68",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-07",,"61","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-09",,"67",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-10",,"64",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-11",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-12",,"64","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-14",,"65",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-15",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-16",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-19",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-20",,"64","72","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-21",,"62","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-22",,"64","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-23",,"64","70","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-24",,"65",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-26",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-27",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-28",,"67","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-29",,"64","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-06-30",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-07-01",,"65","72",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-07-02",,"61","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-07-03",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","1969-07-05",,"63",,"45"
"PEM00084691","PISCO INTERNATIONAL, PE","1969-07-06",,"62","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1969-07-07",,"60","68","55"
