"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-24",,"65",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-25","0.01","66","70","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-26","0.00","65","69","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-27",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-28",,"60","67","51"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-29",,"63",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-30",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-05-31",,"63","85","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-01","0.02","63","66","62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-02","0.00","65",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-03",,"64","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-04","0.02","64","67","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-05","0.00","63","69","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-06",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-07","0.02","64",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-08","0.02","64","66",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-09","0.02","62","66",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-10",,"63",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-11",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-12",,"64","70","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-13",,"64","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-14",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-15",,"62","72","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-16","0.02","62",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-17","0.00","63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-18",,"62","67","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-19",,"62",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-20","0.01","62",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-21","0.00","63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-22","0.00","63","66","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-23",,"64",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-24","0.00","62","67","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-25",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-26",,"64",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-27",,"62","67","62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-28",,"64",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-29",,"63","68","62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-06-30",,"63",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-01",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-02",,"63",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-03",,"63",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-04",,"63","66",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-05",,"61",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-06",,"62","67",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-07",,"62",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-08",,"65",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-09",,"62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-10",,"62","67",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-11",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-12",,"62","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-13",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-14",,"63","71",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-15",,"63","65","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-16",,"63","64","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-17",,"63",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-18",,"64",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-19",,"62",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-20",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-21",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-22",,"63","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-23","0.00","63",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-24",,"63",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-25",,"63",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-26",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-27",,"61",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-28",,"62","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-29",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-30",,"62",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-07-31",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-01",,"62",,"51"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-02",,"64",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-03",,"62",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-04",,"63",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-05",,"62",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-06",,"61","67","51"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-07",,"62","67","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-08",,"62","67",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-09",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-10",,"62","65","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-11",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-12",,"62","66","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-13",,"62",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-14","0.00","60","67","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-15","0.00","63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-16",,"59","67","50"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-17",,"61",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-18","0.00","62",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-19","0.01","61","68","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-20","0.00","62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-21",,"60",,"49"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-22",,"63","69","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-23",,"63","67","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-24",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-25",,"59",,"51"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-26",,"60","65","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-27",,"61",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-28",,"61","65","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-29",,"63",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-30",,"63",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-08-31",,"60",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-01",,"62",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-02","0.00","61","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-03",,"59","66","51"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-04",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-05",,"62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-06",,"61",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-07",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-08",,"63","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-09",,"62","67","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-10","0.00","62","67","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-11",,"63",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-12",,"61","67","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-13",,"62","67",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-14",,"61",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-15",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-16",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-17",,"64","71",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-18",,"64",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-19",,"62","68","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-20",,"63",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-21",,"62",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-22",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-23",,"63",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-24",,"63",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-25",,"61",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-26",,"63",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-27",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-28",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-29",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-09-30",,"62",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-01",,"62",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-02",,"64",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-03",,"65",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-04",,"65",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-05",,"66",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-06",,"66","71","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-07","0.00","66",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-08",,"68",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-09",,"67",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-10",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-11",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-12",,"66",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-13",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-14",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-15",,"65",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-16",,"64",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-17",,"62",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-18",,"62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-19",,"61",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-20",,"64",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-21",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-22",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-23",,"64",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-24",,"65",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-25",,"65",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-26",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-27",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-28",,"66",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-29",,"67",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-30",,"65",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-10-31",,"65",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-01",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-02",,"67",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-03",,"67",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-04",,"67",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-05",,"68",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-06",,"67",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-07",,"67",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-08",,"67",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-09",,"68",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-10",,"66",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-11",,"67",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-12",,"66",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-13",,"66",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-14",,"66",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-15",,"65",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-16",,"65",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-17",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-18",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-19",,"65",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-20",,"67",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-21",,"66",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-22",,"66",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-23",,"66",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-24",,"65",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-25",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-26",,"67",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-27",,"69",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-28",,"67",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-29",,"67",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-11-30",,"66",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-01",,"69",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-02",,"66",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-03",,"67",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-04",,"69",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-05",,"68",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-06",,"67",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-07",,"67",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-08",,"66",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-09",,"69",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-10",,"67",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-11",,"68",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-12",,"70",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-13",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-14",,"71",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-15",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-16",,"71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-17",,"69",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-18",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-19",,"72",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-20",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-21",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-22",,"71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-23",,"72","80",
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-24",,"70",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-25",,"72",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-26",,"72",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-27",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-28",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-29",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-30",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2018-12-31",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-01",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-02",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-03",,"70",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-04",,"73",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-05",,"71",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-06",,"71",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-07",,"74",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-08",,"73",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-09",,"75",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-10",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-11",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-12",,"74",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-13",,"73",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-14",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-15",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-16",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-17",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-18","0.00","71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-19",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-20",,"72",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-21",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-22",,"75",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-23",,"75",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-24",,"74",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-25",,"74",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-26",,"75",,"72"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-27",,"74",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-28",,"75",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-29",,"78",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-30",,"78",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-01-31",,"76",,"71"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-01",,"78",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-02",,"76",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-03",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-04",,"76",,"72"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-05",,"78",,"73"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-06",,"77","87","72"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-07",,"77",,"72"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-08",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-09",,"77",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-10",,"77",,"72"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-11",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-12",,"77",,"73"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-13",,"76",,"71"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-14",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-15",,"75",,"71"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-16",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-17",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-18",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-19",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-20",,"78",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-21",,"76",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-22",,"75","89","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-23",,"74",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-24",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-25",,"77",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-26",,"77",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-27",,"76","85","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-02-28",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-01",,"76",,"71"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-02",,"76",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-03",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-04",,"74",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-05",,"75",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-06",,"74",,"71"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-07","0.20","75",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-08","0.00","75",,"71"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-09",,"74",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-10",,"75",,"72"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-11",,"75",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-12",,"75",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-13",,"75","84",
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-14",,"75",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-15",,"74",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-16",,"75",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-17",,"74",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-18",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-19",,"72",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-20",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-21",,"72",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-22",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-23",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-24",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-25",,"72",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-26",,"71",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-27",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-28",,"74",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-29",,"73",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-30",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-03-31",,"74",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-01",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-02",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-03",,"72",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-04",,"71",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-05",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-06",,"73",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-07",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-08",,"74",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-09",,"74","85","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-10",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-11",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-12",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-13",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-14",,"70",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-15",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-16",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-17",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-18",,"71",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-19",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-20",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-21",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-22",,"71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-23",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-24",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-25",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-26",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-27",,"69",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-28",,"68",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-29",,"68",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-04-30",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","2019-05-01",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-05-02",,"68",,"62"
"PEM00084691","PISCO INTERNATIONAL, PE","2019-05-03",,"67",,
